,file_name,Subject1,Subject2,n_success,n_failures,norm_score,skill,task_score,max_seq,avg_seq,bounce_hull,bounce_std,bounce_sp_entropy,bounce_sc_entropy,rt_lyp,samp_en,std_rt,avg_p1,avg_p2,avg_p3,var_p1,var_p2,var_p3,avg_start_fs,std_start_fs,p1_on,p1_off,p1_dn,p1_mda,p1_md,p1_mid,p1_mad,p1_mm,p1_sm,p1_gm,p1_occ,p1_sampen,p1_std,p2_on,p2_off,p2_dn,p2_mda,p2_md,p2_mid,p2_mad,p2_mm,p2_sm,p2_gm,p2_occ,p2_sampen,p2_std,fsp3_on,fsp3_off,fsp3_dn,fsp3_mfs,fsp3_mifs,fsp3_occ,fsp3_sampen,fsp3_std,percentage
10,2022-11-15_A_T06,SE005A,,82,11,7.524374735,815.803406,0.786333333,25,6.833333333,467930.3331,169.9020752,0.555707677,0.617510587,0.230377704,1.033654392,12.63807736,39.02439024,27.63414634,35.09756098,7.57398566,6.226442815,6.101998385,54.24390244,11.34982645,289.0243902,220.0,69.02439024,14.92865068,10.73503512,8.275519967,14.04440211,399.9378127,2854.784708,28.28886547,1.0,1.024292385,80.2831841,126.5753425,62.87671233,63.69863014,8.562500112,8.231311083,5.132420629,11.80743492,309.32267,2147.886271,21.22253841,0.890243902,1.023234152,55.79363095,393.9130435,215.6521739,178.2608696,7.507213809,4.516735549,0.841463415,1.175399432,117.0838701,92.822522
11,2022-11-17_M_T01,SE006A,,229,3,9.769593222,2375.529433,5.78325,108,57.25,463127.7382,162.9112034,0.538283782,0.628221331,0.278433084,0.952845449,9.651291251,39.24454148,23.81659389,36.73799127,4.951425924,5.5588542,4.988318002,48.17467249,9.286561898,294.7161572,231.3537118,63.36244541,11.41223136,11.10281917,9.438746262,13.51752113,261.8287559,1783.358946,17.66726565,1.0,1.076491942,70.16843585,72.30769231,11.7032967,60.6043956,12.07942016,11.62178498,8.096748295,14.63930117,256.1727165,1699.74128,16.60568906,0.794759825,1.250886443,46.84735378,356.8844221,130.0,226.8844221,11.09666679,7.530651137,0.868995633,1.126516677,89.66716793,93.898488
12,2022-11-17_M_T04,SE006C,,55,19,5.753556017,643.4621004,0.31285,13,2.75,392922.6183,190.6940368,0.581314007,0.599614685,0.250218958,0.857824273,13.98270478,35.12727273,22.81818182,25.63636364,8.31658703,6.362077731,7.816913216,39.29090909,8.389761568,308.2608696,248.9130435,59.34782609,13.51523395,10.00266341,7.175496856,14.49117306,347.0385721,2311.564244,22.84778745,0.836363636,0.98394938,116.1016112,143.4090909,84.77272727,58.63636364,7.800498878,7.89796576,4.128056991,12.26897414,262.5813206,1726.43241,17.03471238,0.8,1.116961427,53.25509714,313.5714286,154.5238095,159.047619,6.435235425,3.83099108,0.763636364,0.872940291,115.6184691,94.820352
13,2022-11-21_A_T03,SE007B,,95,12,7.126910527,877.2604848,0.895846154,20,7.307692308,402328.9526,149.8227399,0.520245432,0.61806592,0.18574205,0.967878101,9.948287343,41.35789474,28.12631579,39.51578947,6.052256281,5.31975881,4.414958205,56.83157895,7.715538159,323.1578947,250.0,73.15789474,12.68551758,6.695670876,4.080416844,10.01054479,410.7676567,3054.952769,30.15189891,1.0,0.92023551,57.03670393,105.7471264,41.6091954,64.13793103,11.20071009,10.59897461,8.010840417,12.92471019,291.202793,1967.23809,19.50669547,0.915789474,1.075219409,39.75881841,392.9032258,138.3870968,254.516129,6.905938087,4.440990532,0.978947368,0.810930216,107.9156413,84.284418
14,2022-11-21_A_T04,SE007A,,203,4,10.10152284,2151.540861,3.94,148,40.6,674081.0672,158.6483243,0.518715721,0.645947335,0.214012995,0.907816105,8.587629782,40.13793103,23.31527094,31.74876847,6.651840714,6.116207436,4.714607419,45.4729064,8.55713944,290.85,233.7,57.15,9.43345626,8.314936852,6.847348021,9.883525105,319.7971256,2072.972849,20.09529325,0.985221675,0.924851271,104.7176084,164.1496599,111.0884354,53.06122449,8.505799954,8.141060546,4.16059506,12.67107918,272.1142544,1643.994942,15.81846055,0.724137931,0.870500757,56.13205442,381.2413793,200.3448276,180.8965517,5.893209424,3.579899669,0.714285714,0.786870478,153.8535524,94.360018
15,2022-11-24_M_T01,SE008B,,220,4,10.60330863,2461.538462,4.0742,187,44.0,332716.5065,116.8727036,0.441797687,0.655750554,0.167463124,0.72244355,10.2069495,35.26363636,27.50909091,28.22727273,4.537074093,4.657829097,10.18301535,42.71363636,9.352918623,244.0,178.4090909,65.59090909,11.89028415,8.716815822,6.376188534,12.11537982,398.4839591,2744.437867,26.31657624,1.0,0.866985552,79.62069169,38.91304348,-25.27173913,64.18478261,17.39256013,11.84940152,9.058541351,15.15724265,288.0514174,1990.257789,19.08228689,0.836363636,0.77919935,36.48872732,271.8181818,123.6363636,148.1818182,8.141125478,5.777951368,0.55,0.893817876,58.90179528,91.726392
16,2022-11-24_M_T03,SE008A,,206,5,10.8023862,2330.649502,3.101166667,137,34.33333333,544586.4934,170.1835393,0.548065389,0.582984937,0.238631785,1.136450438,8.191787486,36.13106796,24.63592233,27.40776699,5.760368939,5.163207296,4.179090097,42.7184466,7.190767376,282.961165,216.2621359,66.69902913,13.31652243,8.725685446,6.851100845,10.50214451,391.9650777,2794.780609,26.57017197,1.0,1.190227453,71.70915127,109.1623037,45.65445026,63.5078534,9.921611937,9.05670251,5.303075807,12.63071369,339.9582644,2291.66099,22.29525061,0.927184466,1.263532571,48.10905851,272.0103093,97.68041237,174.3298969,5.845142193,3.615130681,0.941747573,0.689895145,109.2348313,88.518412
17,2022-11-24_M_T06,SE008C,,38,23,2.462649811,379.9608736,0.253791667,10,1.583333333,456375.6822,195.9911142,0.576968607,0.652708147,0.084551767,1.331234584,8.788212957,38.36842105,24.55263158,36.44736842,5.431007722,6.235287392,5.761475361,53.73684211,6.536070808,311.8421053,247.3684211,64.47368421,13.33012061,12.90137707,9.909027154,15.75507978,329.5497961,2187.704761,21.7221013,1.0,1.147402453,98.43125475,63.33333333,5.0,58.33333333,13.63403446,13.04414889,9.765411748,15.27354339,235.1072271,1495.33622,14.84381367,0.789473684,1.481604541,37.17824932,318.6206897,136.5517241,182.0689655,10.30768424,8.244420957,0.763157895,1.466337069,76.89113944,95.857352
18,2022-11-28_A_T02,SE009A,,34,17,3.296490207,332.8534408,0.2865,7,1.888888889,269416.0088,147.6088077,0.517689576,0.639200694,0.09868288,1.098612289,12.63035833,39.11764706,26.91176471,33.02941176,6.295491879,5.695032134,6.532656851,53.0,7.669649888,330.6060606,271.2121212,59.39393939,16.93718234,16.46748086,13.68114508,18.86968449,354.2960237,2273.437532,21.46678219,0.970588235,1.084626047,71.68700461,89.6,36.8,52.8,9.005761586,9.675935442,6.617283626,12.27511817,248.5646082,1456.938136,14.1364945,0.735294118,1.021651248,46.0851386,318.9655172,196.2068966,122.7586207,6.960219586,4.739419896,0.852941176,0.794929875,118.3045105,95.240614
19,2022-11-28_A_T03,SE009C,,178,7,9.246242024,1842.253685,2.31175,37,22.25,699694.789,191.9447543,0.58465228,0.59943495,0.197060376,1.057947345,10.01140147,39.98876404,25.56741573,34.68539326,5.813572616,8.424046311,4.238919477,49.29213483,12.13889861,301.6292135,237.8651685,63.76404494,14.31086908,16.09859129,13.87971649,18.99231675,399.2915255,2739.636493,26.42230442,1.0,1.232143681,70.40123882,149.8630137,95.06849315,54.79452055,8.473694101,8.519513707,5.154658757,12.65429406,243.7237586,1551.092888,15.01325173,0.820224719,1.206920485,67.19411974,394.1891892,270.8783784,123.3108108,8.428861657,5.735091253,0.831460674,1.130971911,133.9621218,93.416202
20,2022-11-29_A_T04,SE010B,,49,19,4.804612428,544.1002827,0.3122,8,2.45,244954.4256,128.8823601,0.481137912,0.652932928,0.188078016,1.419817053,13.65972504,36.12244898,31.0,26.93877551,6.261748641,10.72095031,8.313765726,47.0,7.892129895,307.755102,245.9183673,61.83673469,15.84207422,11.43941421,7.838477051,17.15079818,393.0327691,2642.714983,24.68978953,1.0,1.247824687,74.45763913,89.34782609,26.73913043,62.60869565,12.46309682,13.91367035,9.846120679,17.65186457,248.5478533,1666.579773,15.60473942,0.93877551,1.53393036,52.31186472,245.0,141.0714286,103.9285714,11.31191727,9.292849569,0.571428571,1.386294361,67.73579375,94.250264
21,2022-11-29_A_T06,SE010A,,172,14,10.99283379,2142.027441,0.9582,53,11.46666667,494236.4201,167.974688,0.548460633,0.604821398,0.232218266,1.032765723,12.56870115,30.68604651,26.6744186,19.37790698,5.365179786,6.14067995,9.229136133,37.22674419,10.275891,250.7647059,188.7647059,62.0,11.3439225,9.551904622,6.971627954,13.43617994,334.675224,2264.113783,22.42333748,0.988372093,0.973014097,64.40682227,94.0397351,33.97350993,60.06622517,13.52435545,16.75939895,11.2660858,20.98858385,253.4163819,1650.023443,16.31756283,0.877906977,1.203670644,43.07976289,241.2121212,97.72727273,143.4848485,8.75345973,6.72626067,0.38372093,0.840230693,83.35385422,98.698754
22,2022-11-30_A_T01,SE011C,,383,2,15.06941423,5774.020862,8.427666667,359,127.6666667,235889.9488,90.10374405,0.372737944,0.597469901,0.168423638,0.45824375,5.584282052,26.63446475,22.41253264,16.61618799,2.454188653,3.136086535,3.784874264,26.81984334,3.727874394,170.9625668,114.5454545,56.4171123,9.007421597,7.284119613,6.159745919,8.680586681,298.5655163,1860.247891,17.95006112,0.976501305,0.629182218,42.08641085,43.089701,-16.11295681,59.20265781,18.03510669,15.00582825,12.96709312,17.60075145,267.6578587,1756.324511,16.96180869,0.785900783,0.99424304,32.13481661,162.4390244,70.12195122,92.31707317,10.80791057,9.744708345,0.214099217,0.830348302,45.81228673,97.809842
23,2022-11-30_A_T04,SE011B,,25,17,1.890805956,252.0908713,0.235055556,4,1.388888889,146248.4151,123.024017,0.489712978,-1.0,0.287302673,0.990398704,17.17672844,40.36,39.68,27.36,8.934785952,10.22436306,7.36955901,58.4,9.252026805,325.6,259.6,66.0,15.06854063,12.41377588,9.104534092,15.52121727,344.530925,2429.269959,23.24729952,1.0,1.673976434,105.1885925,109.5833333,48.33333333,61.25,12.83770296,17.04157054,11.31396215,20.9194655,220.1912831,1435.421322,14.24452827,0.96,1.098612289,46.0506213,259.4736842,100.0,159.4736842,8.726429436,6.214700097,0.76,1.049822124,121.1784243,90.835924
24,2022-12-01_A_T03,SE012A,,72,13,7.054884611,731.8058421,0.597357143,14,5.142857143,505574.9376,177.2412257,0.569228598,0.652734686,0.274933755,0.926582418,11.2602491,37.79166667,28.09722222,32.5,6.295804379,6.167026391,7.234178138,54.04166667,9.36666296,286.1764706,219.4117647,66.76470588,14.01863357,12.18742614,9.868159307,15.32533746,386.2186842,2818.744284,27.72157166,0.944444444,1.094588138,89.11376423,130.3125,67.8125,62.5,7.783726729,8.483423339,4.615735133,12.87815266,323.83863,2214.043679,21.6296125,0.888888889,1.109848362,61.64334793,360.0,209.5,150.5,7.946300769,4.488647119,0.833333333,1.197283816,122.330495,90.067674
25,2022-12-01_A_T04,SE012C,,152,15,8.721115284,1641.573648,0.9818125,30,9.5,591232.6063,182.0657773,0.56773967,0.613095177,0.267570913,1.12148495,8.873414864,36.65131579,23.875,33.86184211,5.968403503,6.325920466,4.473679373,49.51973684,7.932254603,311.1888112,249.2307692,61.95804196,19.34134028,13.24689181,9.502026891,19.05143785,301.1716334,2029.124013,19.03797232,0.940789474,0.751365818,91.33423986,72.23214286,15.71428571,56.51785714,12.43543036,13.85674283,10.4553315,16.07491232,199.0206442,1253.305514,11.62929191,0.736842105,1.124587775,44.63562441,281.9101124,162.9213483,118.988764,10.25289974,8.285544253,0.585526316,1.183770097,98.17666085,86.225546
26,2022-12-05_M_T03A,SE013B,,174,12,9.41094458,1916.718105,1.324153846,38,13.38461538,521503.3026,174.7502267,0.553445791,0.604483206,0.316790551,1.09451032,12.1098282,36.54022989,25.67241379,30.59770115,6.626843006,7.73272178,6.85558715,41.12643678,10.77758913,240.2873563,178.045977,62.24137931,12.55597062,9.730610332,8.243282677,11.41927595,374.7507286,2558.216032,20.69108928,1.0,1.146680692,86.15962305,95.25974026,30.64935065,64.61038961,14.88067072,13.63669458,10.54647705,15.96750243,322.3583838,2295.429173,19.86491116,0.885057471,1.226118408,44.6515812,234.8571429,147.0,87.85714286,8.970124768,7.52866953,0.402298851,1.138352617,107.6150547,91.003922
27,2022-12-05_M_T04,SE013C,,170,5,9.763891355,1767.25983,2.8165,118,28.33333333,348937.9009,129.7766511,0.48990852,0.59999038,0.234466717,1.074706768,7.556522882,38.32941176,24.58235294,33.67647059,5.255558929,6.005559708,5.041711826,44.97058824,8.352827257,304.6385542,256.3855422,48.25301205,12.35228647,8.915681885,6.623598385,12.10243294,179.9306666,984.3411199,9.556099397,0.976470588,1.146382565,112.1404109,103.8157895,48.22368421,55.59210526,7.814289038,8.948327193,5.126705049,12.0635349,210.4423529,1289.637572,12.71347886,0.894117647,1.298572505,46.81899933,349.044586,133.5031847,215.5414013,6.026434908,4.153937162,0.923529412,0.502368914,102.6642927,96.785624
28,2022-12-05_M_T06,SE013A,,246,9,10.96105818,2863.487958,2.1622,65,24.6,518115.2072,158.0495592,0.533186481,0.573185461,0.315158159,0.800524295,14.07860148,33.86178862,23.82113821,27.02439024,6.313394206,6.357931504,7.877067069,39.75609756,10.90151139,196.1038961,136.3636364,59.74025974,12.98896595,10.2820989,9.043361895,11.39237827,249.2170428,1659.232664,16.4049371,0.93902439,0.852045104,74.38909949,73.37423313,20.55214724,52.82208589,14.18506707,15.68692107,12.51283704,17.96847901,199.9118607,1167.134793,11.57855189,0.662601626,1.191010366,45.56692454,290.8974359,103.0769231,187.8205128,9.302390724,7.715669173,0.317073171,1.046876614,88.78536049,96.6295
29,2022-12-07_A_T01,SE016B,,48,14,5.818928633,508.6975035,0.389533333,20,3.2,254118.2244,139.9872024,0.511787027,0.640937214,0.26815027,0.936769263,17.54516741,35.25,29.45833333,29.4375,5.717298313,11.03395957,5.552425333,48.6875,14.07295907,254.7916667,193.3333333,61.45833333,15.00089378,10.74276347,9.276688875,12.03732159,326.4438185,2123.61827,20.74770139,1.0,1.198695747,70.26703777,128.6111111,74.16666667,54.44444444,7.969373606,9.542450321,5.930650334,13.79328332,198.9075544,1190.659569,11.31370672,0.75,1.219240276,54.52587448,365.7692308,172.3076923,193.4615385,6.903604533,4.168648366,0.541666667,1.193922468,128.3417221,98.614574
30,2022-12-07_A_T06A,SE016A,,274,2,12.52590375,3508.634186,7.238333333,244,91.33333333,389788.2596,130.3772618,0.48498918,0.553554512,0.274502069,1.01735811,6.161751368,32.15328467,23.52919708,23.00364964,4.404527384,4.724631227,3.597949715,30.59489051,6.950301376,287.7007299,228.1386861,59.5620438,13.01793206,12.01235989,9.99417246,15.31928624,355.1983614,2337.877041,22.35657484,1.0,0.890824831,55.58092213,83.27586207,22.97413793,60.30172414,10.96938721,9.486397374,7.099757517,11.53396634,267.0133391,1830.274523,17.82222558,0.846715328,1.126942795,43.59444488,218.9673913,72.33695652,146.6304348,8.276153404,6.769601277,0.671532847,1.011728406,67.72286512,96.786036
31,2022-12-08_M_T01A,SE017C,,275,0,12.53818447,6896.001459,21.933,275,275.0,202080.5887,100.6602624,0.414897264,0.579167121,0.233482763,1.204962414,5.411998913,32.12727273,23.35272727,24.27636364,3.518545906,3.252291754,3.088392558,37.33090909,6.343181672,280.4727273,223.9272727,56.54545455,7.6299833,8.539110509,6.111140417,11.18973573,276.1189531,1674.411686,16.54223889,1.0,1.062380676,51.16954156,149.1821561,92.60223048,56.57992565,8.167785282,6.920108242,3.042440093,11.51336793,282.8068696,1737.528513,17.13330763,0.978181818,0.849155949,36.65472752,306.9144981,59.03345725,247.8810409,5.379515411,2.328623181,0.978181818,0.607987085,66.92804489,93.567522
32,2022-12-08_M_T03,SE017B,,177,10,9.688460869,1861.878995,1.567,86,16.09090909,479459.3708,169.7573569,0.547137312,0.643403833,0.318873823,1.115051015,9.497818737,36.57627119,26.95480226,28.29943503,4.974068541,6.751287142,7.976352742,46.51412429,9.386916815,264.7457627,198.2485876,66.49717514,10.47141757,7.52458309,5.934962667,9.526918894,351.0084174,2522.077379,24.39527474,1.0,1.143693973,61.1201262,122.392638,62.26993865,60.12269939,8.237802002,9.232376288,5.329698338,12.89392987,240.8248715,1587.875303,15.3271359,0.920903955,1.193922468,47.73179614,312.5,145.7236842,166.7763158,6.358603949,4.267826124,0.858757062,1.031875481,133.8233418,96.223612
33,2022-12-08_M_T05,SE017A,,206,12,12.13561867,2669.182627,1.229692308,46,15.84615385,380247.5432,149.2029041,0.504198393,0.549026732,0.299911767,0.569832323,11.35987468,28.75728155,23.70873786,20.38834951,5.036692588,6.444130419,4.71978486,32.02912621,7.022095932,214.6875,161.7708333,52.91666667,10.06588972,6.915732879,4.778413239,10.37520369,205.6141717,1222.910109,11.80212115,0.932038835,0.767062864,76.95308534,73.87096774,18.77419355,55.09677419,14.46465428,17.29232563,14.49632978,19.69481737,185.5970905,1147.218343,11.25393005,0.752427184,1.150400956,44.66920852,176.6037736,96.03773585,80.56603774,16.43876629,14.58834074,0.257281553,1.15267951,69.20954298,95.649894
34,2022-12-08_A_T05,SE018A,,302,0,11.96797971,7228.659745,25.234,302,302.0,99875.98172,65.74438786,0.321877999,0.633822637,0.202196956,1.061107893,4.538482638,33.55629139,25.51324503,24.48675497,2.710381713,2.964160659,2.829274016,30.28145695,5.57759121,200.4983389,141.5946844,58.90365449,12.18066787,8.620241655,8.035162222,9.083805632,263.6083105,1668.49853,16.53597768,0.996688742,1.025785547,54.5664047,109.9300699,51.81818182,58.11188811,8.773534571,8.615564197,5.938120794,10.85877616,304.5091724,1950.654838,19.36983296,0.947019868,1.329997009,33.14508272,280.7659574,101.5319149,179.2340426,7.643583486,6.033710567,0.778145695,0.870119747,78.81161246,99.179696
35,2022-12-08_A_T06,SE018C,,251,9,12.26185651,3430.51354,1.9736,57,25.1,344142.1245,121.0382639,0.468647056,0.613789289,0.233092934,0.815977546,7.501627046,30.08366534,25.80079681,20.22709163,3.818200817,5.165793036,6.495495153,37.6812749,6.525616697,253.7051793,197.0916335,56.61354582,12.89191629,8.929500712,6.342961668,13.12284939,315.1326864,1913.778273,18.89831408,1.0,1.089072182,54.49712823,114.3037975,50.50632911,63.79746835,8.34751324,10.5673873,5.972119686,14.94469389,259.2604382,1766.266408,17.53769405,0.944223108,1.081771204,43.32246504,242.0689655,110.9195402,131.1494253,6.975420243,4.985345145,0.693227092,1.203695758,51.18441268,95.346288
36,2022-12-19_A_T02,SE019C,,143,7,9.581513315,1470.440794,1.77425,45,17.875,458571.2416,154.173254,0.355182416,0.662498811,0.20208779,1.103445551,9.584665488,36.46853147,28.04195804,29.84615385,6.091153962,6.457904709,5.04290361,43.52447552,9.506591138,166.7153285,100.5839416,66.13138686,12.75102904,7.442420352,6.062909132,9.060218763,337.5366997,2390.316548,22.04381357,0.958041958,1.208130814,72.44539337,75.50458716,19.08256881,56.42201835,16.61012222,15.5556077,12.9085625,18.06339782,216.1342608,1346.024277,12.31498581,0.762237762,0.98798266,59.7776651,234.8,112.5,122.3,11.3091183,8.836943783,0.699300699,1.086847447,106.5680534,92.03068
37,2022-12-19_A_T03,SE019A,,122,14,8.040500298,1251.567643,0.895466667,24,8.133333333,419841.9801,144.8392294,0.518830835,0.626675462,0.215870142,1.164901613,11.61218258,38.56557377,26.91803279,33.6147541,7.411762589,7.883984767,5.347661847,48.12295082,9.375218353,297.9508197,230.1639344,67.78688525,11.75794012,11.57380345,9.456858213,14.30534028,418.9820655,3020.195626,29.74641859,1.0,1.085596921,80.03010217,97.47747748,39.63963964,57.83783784,8.574131593,9.273478551,5.738864828,12.3124345,231.3580627,1489.814554,14.49186456,0.909836066,1.426676699,52.53001662,324.5945946,164.6846847,159.9099099,7.522650414,5.30319815,0.909836066,1.097008439,110.9891628,97.817534
