,file_name,Subject1,Subject2,n_success,n_failures,norm_score,skill,task_score,max_seq,avg_seq,bounce_hull,bounce_std,bounce_sp_entropy,bounce_sc_entropy,rt_lyp,samp_en,std_rt,avg_p1,avg_p2,avg_p3,var_p1,var_p2,var_p3,avg_start_fs,std_start_fs,p1_on,p1_off,p1_dn,p1_mda,p1_md,p1_mid,p1_mad,p1_mm,p1_sm,p1_gm,p1_occ,p1_sampen,p1_std,p2_on,p2_off,p2_dn,p2_mda,p2_md,p2_mid,p2_mad,p2_mm,p2_sm,p2_gm,p2_occ,p2_sampen,p2_std,fsp3_on,fsp3_off,fsp3_dn,fsp3_mfs,fsp3_mifs,fsp3_occ,fsp3_sampen,fsp3_std,percentage
10,2022-11-15_M_T03,SE004B,,143,10,8.429993028,1383.755473,1.434272727,28,13.0,453788.3473,160.5688134,0.5387504,0.615145973,0.226708621,1.159300364,10.12405327,41.27272727,24.29370629,37.51748252,6.314797604,5.513913955,6.702314752,50.65734266,10.16583122,272.6153846,223.4615385,49.15384615,9.973268632,8.62904033,7.224925541,9.666819636,204.5751796,1131.490428,10.50311047,0.909090909,0.999567072,80.3889951,86.89655172,38.10344828,48.79310345,8.662844854,10.69135365,7.160386906,13.53895204,168.3535254,952.3432388,9.121927011,0.811188811,1.033015006,39.11551842,332.0909091,121.3636364,210.7272727,6.919035821,5.589114064,0.769230769,0.69800999,81.30165237,94.96775
11,2022-11-15_M_T04,SE004C,,37,14,4.6,378.4755134,0.333333333,9,2.466666667,330576.5204,173.407183,0.561950571,0.635147352,0.002156535,0.99633344,10.82127872,37.64864865,25.16216216,35.56756757,8.101438698,7.438081391,4.233333237,51.48648649,9.488603752,318.3783784,252.4324324,65.94594595,11.83782611,10.18932822,6.886646544,15.28195834,372.35996,2643.136722,25.93456969,1.0,1.174119841,94.54052509,103.3333333,45.66666667,57.66666667,8.634807567,8.833407957,5.313775019,12.65136347,276.2624254,1825.537088,17.56866896,0.810810811,1.290984181,55.87684871,364.8387097,203.5483871,161.2903226,8.458721183,5.261660334,0.837837838,1.637608789,127.874646,87.412614
12,2022-11-15_A_T04,SE005C,,273,1,11.27320955,2919.500157,12.064,273,273.0,378698.1997,117.7348514,0.461870484,0.654584558,0.27344659,1.151008027,6.643432524,36.04761905,25.16483516,26.80586081,4.696807798,4.973034398,4.429633239,35.88278388,5.723241315,251.7948718,189.5604396,62.23443223,12.61727692,8.691712075,7.264441272,9.768143115,301.21427,1995.652757,19.80324759,1.0,1.209780085,52.42194661,101.8631179,38.93536122,62.92775665,8.417997797,9.091306766,5.61683651,11.43177538,250.8898007,1690.030634,16.81160003,0.963369963,1.294182302,34.17618588,287.6153846,64.65384615,222.9615385,6.997834012,5.314646327,0.952380952,0.817482377,59.59700709,97.789288
13,2022-11-15_A_T05,SE005B,,224,4,11.65501166,2678.481824,3.7752,146,44.8,342377.1666,112.0805454,0.44574026,0.607881179,0.194113106,1.088954619,5.327230478,33.61607143,25.125,24.01785714,3.665099725,4.18889902,3.728467089,31.75,4.437059837,279.9487179,227.5897436,52.35897436,9.818343703,7.160944216,5.821238879,9.290024761,188.7401235,1114.56107,10.90350489,0.870535714,0.828671267,77.37684962,130.1538462,78.97435897,51.17948718,7.734937703,9.281813357,6.493438937,12.6151741,156.6514838,869.1150843,8.534308511,0.870535714,1.004619268,45.21716174,267.3737374,137.7777778,129.5959596,8.782730347,6.864169297,0.883928571,1.058392391,101.613802,92.888344
14,2022-11-17_M_T01,SE006A,,229,3,9.769593222,2375.529433,5.78325,108,57.25,463127.7382,162.9112034,0.538283782,0.628221331,0.278433084,0.952845449,9.651291251,39.24454148,23.81659389,36.73799127,4.951425924,5.5588542,4.988318002,48.17467249,9.286561898,294.7161572,231.3537118,63.36244541,11.41223136,11.10281917,9.438746262,13.51752113,261.8287559,1783.358946,17.66726565,1.0,1.076491942,70.16843585,72.30769231,11.7032967,60.6043956,12.07942016,11.62178498,8.096748295,14.63930117,256.1727165,1699.74128,16.60568906,0.794759825,1.250886443,46.84735378,356.8844221,130.0,226.8844221,11.09666679,7.530651137,0.868995633,1.126516677,89.66716793,93.898488
15,2022-11-17_M_T04,SE006C,,55,19,5.753556017,643.4621004,0.31285,13,2.75,392922.6183,190.6940368,0.581314007,0.599614685,0.250218958,0.857824273,13.98270478,35.12727273,22.81818182,25.63636364,8.31658703,6.362077731,7.816913216,39.29090909,8.389761568,308.2608696,248.9130435,59.34782609,13.51523395,10.00266341,7.175496856,14.49117306,347.0385721,2311.564244,22.84778745,0.836363636,0.98394938,116.1016112,143.4090909,84.77272727,58.63636364,7.800498878,7.89796576,4.128056991,12.26897414,262.5813206,1726.43241,17.03471238,0.8,1.116961427,53.25509714,313.5714286,154.5238095,159.047619,6.435235425,3.83099108,0.763636364,0.872940291,115.6184691,94.820352
16,2022-11-21_A_T03,SE007B,,95,12,7.126910527,877.2604848,0.895846154,20,7.307692308,402328.9526,149.8227399,0.520245432,0.61806592,0.18574205,0.967878101,9.948287343,41.35789474,28.12631579,39.51578947,6.052256281,5.31975881,4.414958205,56.83157895,7.715538159,323.1578947,250.0,73.15789474,12.68551758,6.695670876,4.080416844,10.01054479,410.7676567,3054.952769,30.15189891,1.0,0.92023551,57.03670393,105.7471264,41.6091954,64.13793103,11.20071009,10.59897461,8.010840417,12.92471019,291.202793,1967.23809,19.50669547,0.915789474,1.075219409,39.75881841,392.9032258,138.3870968,254.516129,6.905938087,4.440990532,0.978947368,0.810930216,107.9156413,84.284418
17,2022-11-21_A_T04,SE007A,,203,4,10.10152284,2151.540861,3.94,148,40.6,674081.0672,158.6483243,0.518715721,0.645947335,0.214012995,0.907816105,8.587629782,40.13793103,23.31527094,31.74876847,6.651840714,6.116207436,4.714607419,45.4729064,8.55713944,290.85,233.7,57.15,9.43345626,8.314936852,6.847348021,9.883525105,319.7971256,2072.972849,20.09529325,0.985221675,0.924851271,104.7176084,164.1496599,111.0884354,53.06122449,8.505799954,8.141060546,4.16059506,12.67107918,272.1142544,1643.994942,15.81846055,0.724137931,0.870500757,56.13205442,381.2413793,200.3448276,180.8965517,5.893209424,3.579899669,0.714285714,0.786870478,153.8535524,94.360018
18,2022-11-21_A_T06,SE007C,,210,6,11.41386449,2544.059534,2.553285714,70,30.0,414064.3933,130.5220847,0.491057308,0.615009392,0.266185939,0.781525942,10.00681061,34.22380952,22.11428571,26.41904762,5.283613911,5.224145928,6.409488431,34.3952381,8.213866104,252.8571429,197.5238095,55.33333333,7.832876644,8.077458817,6.468349761,9.68753796,218.7598059,1347.078837,13.22570001,1.0,1.075731947,65.70082678,108.1564246,54.18994413,53.96648045,8.377222004,10.98964383,7.736764515,13.91508308,189.2825949,1159.0176,11.4287216,0.852380952,1.047599407,45.53172018,279.8412698,118.8095238,161.031746,8.298930135,6.892469786,0.6,0.90719976,100.8189257,91.58071
19,2022-11-24_M_T01,SE008B,,220,4,10.60330863,2461.538462,4.0742,187,44.0,332716.5065,116.8727036,0.441797687,0.655750554,0.167463124,0.72244355,10.2069495,35.26363636,27.50909091,28.22727273,4.537074093,4.657829097,10.18301535,42.71363636,9.352918623,244.0,178.4090909,65.59090909,11.89028415,8.716815822,6.376188534,12.11537982,398.4839591,2744.437867,26.31657624,1.0,0.866985552,79.62069169,38.91304348,-25.27173913,64.18478261,17.39256013,11.84940152,9.058541351,15.15724265,288.0514174,1990.257789,19.08228689,0.836363636,0.77919935,36.48872732,271.8181818,123.6363636,148.1818182,8.141125478,5.777951368,0.55,0.893817876,58.90179528,91.726392
20,2022-11-28_A_T03,SE009C,,178,7,9.246242024,1842.253685,2.31175,37,22.25,699694.789,191.9447543,0.58465228,0.59943495,0.197060376,1.057947345,10.01140147,39.98876404,25.56741573,34.68539326,5.813572616,8.424046311,4.238919477,49.29213483,12.13889861,301.6292135,237.8651685,63.76404494,14.31086908,16.09859129,13.87971649,18.99231675,399.2915255,2739.636493,26.42230442,1.0,1.232143681,70.40123882,149.8630137,95.06849315,54.79452055,8.473694101,8.519513707,5.154658757,12.65429406,243.7237586,1551.092888,15.01325173,0.820224719,1.206920485,67.19411974,394.1891892,270.8783784,123.3108108,8.428861657,5.735091253,0.831460674,1.130971911,133.9621218,93.416202
21,2022-11-29_A_T04,SE010B,,49,19,4.804612428,544.1002827,0.3122,8,2.45,244954.4256,128.8823601,0.481137912,0.652932928,0.188078016,1.419817053,13.65972504,36.12244898,31.0,26.93877551,6.261748641,10.72095031,8.313765726,47.0,7.892129895,307.755102,245.9183673,61.83673469,15.84207422,11.43941421,7.838477051,17.15079818,393.0327691,2642.714983,24.68978953,1.0,1.247824687,74.45763913,89.34782609,26.73913043,62.60869565,12.46309682,13.91367035,9.846120679,17.65186457,248.5478533,1666.579773,15.60473942,0.93877551,1.53393036,52.31186472,245.0,141.0714286,103.9285714,11.31191727,9.292849569,0.571428571,1.386294361,67.73579375,94.250264
22,2022-11-28_A_T04,SE009B,,118,12,8.624898291,1263.406224,0.945384615,24,9.076923077,554220.2747,175.4479485,0.558591995,0.584938555,0.271918625,0.87589166,13.08871899,37.39830508,27.23728814,30.16101695,6.943036788,6.56348136,6.079934125,45.04237288,10.85840615,313.0508475,254.3220339,58.72881356,8.999133974,8.456625158,6.863861303,10.73443425,326.778234,2084.856075,20.4482903,1.0,1.064034376,80.35417864,110.3030303,52.52525253,57.77777778,12.82878078,14.61603648,9.732648913,18.58141203,235.5795779,1483.15845,14.5270554,0.838983051,1.257171499,52.99999134,241.0,107.125,133.875,8.803930565,7.522097701,0.677966102,0.877982354,114.7191544,90.102124
23,2022-11-29_A_T06,SE010A,,172,14,10.99283379,2142.027441,0.9582,53,11.46666667,494236.4201,167.974688,0.548460633,0.604821398,0.232218266,1.032765723,12.56870115,30.68604651,26.6744186,19.37790698,5.365179786,6.14067995,9.229136133,37.22674419,10.275891,250.7647059,188.7647059,62.0,11.3439225,9.551904622,6.971627954,13.43617994,334.675224,2264.113783,22.42333748,0.988372093,0.973014097,64.40682227,94.0397351,33.97350993,60.06622517,13.52435545,16.75939895,11.2660858,20.98858385,253.4163819,1650.023443,16.31756283,0.877906977,1.203670644,43.07976289,241.2121212,97.72727273,143.4848485,8.75345973,6.72626067,0.38372093,0.840230693,83.35385422,98.698754
24,2022-11-30_A_T01,SE011C,,383,2,15.06941423,5774.020862,8.427666667,359,127.6666667,235889.9488,90.10374405,0.372737944,0.597469901,0.168423638,0.45824375,5.584282052,26.63446475,22.41253264,16.61618799,2.454188653,3.136086535,3.784874264,26.81984334,3.727874394,170.9625668,114.5454545,56.4171123,9.007421597,7.284119613,6.159745919,8.680586681,298.5655163,1860.247891,17.95006112,0.976501305,0.629182218,42.08641085,43.089701,-16.11295681,59.20265781,18.03510669,15.00582825,12.96709312,17.60075145,267.6578587,1756.324511,16.96180869,0.785900783,0.99424304,32.13481661,162.4390244,70.12195122,92.31707317,10.80791057,9.744708345,0.214099217,0.830348302,45.81228673,97.809842
25,2022-11-30_A_T04,SE011B,,25,17,1.890805956,252.0908713,0.235055556,4,1.388888889,146248.4151,123.024017,0.489712978,-1.0,0.287302673,0.990398704,17.17672844,40.36,39.68,27.36,8.934785952,10.22436306,7.36955901,58.4,9.252026805,325.6,259.6,66.0,15.06854063,12.41377588,9.104534092,15.52121727,344.530925,2429.269959,23.24729952,1.0,1.673976434,105.1885925,109.5833333,48.33333333,61.25,12.83770296,17.04157054,11.31396215,20.9194655,220.1912831,1435.421322,14.24452827,0.96,1.098612289,46.0506213,259.4736842,100.0,159.4736842,8.726429436,6.214700097,0.76,1.049822124,121.1784243,90.835924
26,2022-12-01_A_T01,SE012B,,205,7,10.16688062,2325.981332,2.434375,95,25.625,698214.064,194.0037096,0.577213406,0.59844987,0.294726521,0.491648957,17.28762457,35.64390244,26.16097561,30.32195122,6.358786845,7.418397633,10.13392063,43.41463415,17.33764494,240.3431373,182.3039216,58.03921569,10.61101824,7.149771798,5.213234077,9.56972119,263.8964087,1716.070149,15.46349144,0.995121951,1.211590773,104.8639637,100.1081081,45.2972973,54.81081081,12.82638159,15.44385968,11.29105828,18.33693056,200.8276253,1195.330111,11.528398,0.902439024,0.987143734,39.11161007,286.7333333,90.73333333,196.0,8.412025051,6.321606809,0.731707317,0.462386836,112.5290876,91.142792
27,2022-12-01_A_T03,SE012A,,72,13,7.054884611,731.8058421,0.597357143,14,5.142857143,505574.9376,177.2412257,0.569228598,0.652734686,0.274933755,0.926582418,11.2602491,37.79166667,28.09722222,32.5,6.295804379,6.167026391,7.234178138,54.04166667,9.36666296,286.1764706,219.4117647,66.76470588,14.01863357,12.18742614,9.868159307,15.32533746,386.2186842,2818.744284,27.72157166,0.944444444,1.094588138,89.11376423,130.3125,67.8125,62.5,7.783726729,8.483423339,4.615735133,12.87815266,323.83863,2214.043679,21.6296125,0.888888889,1.109848362,61.64334793,360.0,209.5,150.5,7.946300769,4.488647119,0.833333333,1.197283816,122.330495,90.067674
28,2022-12-01_A_T04,SE012C,,152,15,8.721115284,1641.573648,0.9818125,30,9.5,591232.6063,182.0657773,0.56773967,0.613095177,0.267570913,1.12148495,8.873414864,36.65131579,23.875,33.86184211,5.968403503,6.325920466,4.473679373,49.51973684,7.932254603,311.1888112,249.2307692,61.95804196,19.34134028,13.24689181,9.502026891,19.05143785,301.1716334,2029.124013,19.03797232,0.940789474,0.751365818,91.33423986,72.23214286,15.71428571,56.51785714,12.43543036,13.85674283,10.4553315,16.07491232,199.0206442,1253.305514,11.62929191,0.736842105,1.124587775,44.63562441,281.9101124,162.9213483,118.988764,10.25289974,8.285544253,0.585526316,1.183770097,98.17666085,86.225546
29,2022-12-07_M_T01,SE014A,,186,9,10.52131011,2214.947288,1.6823,47,18.6,629061.1797,194.1705142,0.558801763,0.539126692,0.173125938,1.135045103,8.4999983,35.66129032,21.71505376,29.12903226,6.64121268,6.146901418,4.429193976,36.7688172,7.547362688,279.7252747,219.3406593,60.38461538,11.80187413,12.28824794,10.5874908,14.74842514,366.8707915,2443.349407,20.37709083,0.978494624,1.038589056,93.91035776,112.484472,57.32919255,55.1552795,15.67194256,17.62735328,13.09333365,22.10964508,269.1205085,1681.092246,13.42823742,0.865591398,1.164885416,62.1961539,261.9791667,169.7916667,92.1875,10.99466039,8.83960292,0.516129032,1.151893655,112.2588078,76.805958
30,2022-12-07_A_T06A,SE016A,,274,2,12.52590375,3508.634186,7.238333333,244,91.33333333,389788.2596,130.3772618,0.48498918,0.553554512,0.274502069,1.01735811,6.161751368,32.15328467,23.52919708,23.00364964,4.404527384,4.724631227,3.597949715,30.59489051,6.950301376,287.7007299,228.1386861,59.5620438,13.01793206,12.01235989,9.99417246,15.31928624,355.1983614,2337.877041,22.35657484,1.0,0.890824831,55.58092213,83.27586207,22.97413793,60.30172414,10.96938721,9.486397374,7.099757517,11.53396634,267.0133391,1830.274523,17.82222558,0.846715328,1.126942795,43.59444488,218.9673913,72.33695652,146.6304348,8.276153404,6.769601277,0.671532847,1.011728406,67.72286512,96.786036
31,2022-12-08_M_T03,SE017B,,177,10,9.688460869,1861.878995,1.567,86,16.09090909,479459.3708,169.7573569,0.547137312,0.643403833,0.318873823,1.115051015,9.497818737,36.57627119,26.95480226,28.29943503,4.974068541,6.751287142,7.976352742,46.51412429,9.386916815,264.7457627,198.2485876,66.49717514,10.47141757,7.52458309,5.934962667,9.526918894,351.0084174,2522.077379,24.39527474,1.0,1.143693973,61.1201262,122.392638,62.26993865,60.12269939,8.237802002,9.232376288,5.329698338,12.89392987,240.8248715,1587.875303,15.3271359,0.920903955,1.193922468,47.73179614,312.5,145.7236842,166.7763158,6.358603949,4.267826124,0.858757062,1.031875481,133.8233418,96.223612
32,2022-12-08_M_T05,SE017A,,206,12,12.13561867,2669.182627,1.229692308,46,15.84615385,380247.5432,149.2029041,0.504198393,0.549026732,0.299911767,0.569832323,11.35987468,28.75728155,23.70873786,20.38834951,5.036692588,6.444130419,4.71978486,32.02912621,7.022095932,214.6875,161.7708333,52.91666667,10.06588972,6.915732879,4.778413239,10.37520369,205.6141717,1222.910109,11.80212115,0.932038835,0.767062864,76.95308534,73.87096774,18.77419355,55.09677419,14.46465428,17.29232563,14.49632978,19.69481737,185.5970905,1147.218343,11.25393005,0.752427184,1.150400956,44.66920852,176.6037736,96.03773585,80.56603774,16.43876629,14.58834074,0.257281553,1.15267951,69.20954298,95.649894
33,2022-12-08_A_T01,SE018B,,267,2,12.47176205,3327.724032,7.082666667,173,89.0,331000.48,122.1706786,0.465722968,0.589357639,0.230487138,0.631503017,7.519203953,31.40074906,26.34831461,21.22097378,3.452253159,4.356151422,5.635615259,33.02621723,6.493101058,221.6479401,163.4082397,58.23970037,8.768252103,8.495043502,6.272875858,10.43098909,275.1092448,1746.260401,16.83376558,1.0,1.168735998,51.75116588,87.27642276,25.6504065,61.62601626,14.63821547,17.53178956,12.95278426,20.44778675,228.4580124,1497.243706,14.67042756,0.921348315,0.965910152,38.57603637,218.1707317,94.02439024,124.1463415,8.247959665,7.107074686,0.307116105,0.935206179,46.53505775,99.15513
34,2022-12-08_A_T05,SE018A,,302,0,11.96797971,7228.659745,25.234,302,302.0,99875.98172,65.74438786,0.321877999,0.633822637,0.202196956,1.061107893,4.538482638,33.55629139,25.51324503,24.48675497,2.710381713,2.964160659,2.829274016,30.28145695,5.57759121,200.4983389,141.5946844,58.90365449,12.18066787,8.620241655,8.035162222,9.083805632,263.6083105,1668.49853,16.53597768,0.996688742,1.025785547,54.5664047,109.9300699,51.81818182,58.11188811,8.773534571,8.615564197,5.938120794,10.85877616,304.5091724,1950.654838,19.36983296,0.947019868,1.329997009,33.14508272,280.7659574,101.5319149,179.2340426,7.643583486,6.033710567,0.778145695,0.870119747,78.81161246,99.179696
35,2022-12-08_A_T06,SE018C,,251,9,12.26185651,3430.51354,1.9736,57,25.1,344142.1245,121.0382639,0.468647056,0.613789289,0.233092934,0.815977546,7.501627046,30.08366534,25.80079681,20.22709163,3.818200817,5.165793036,6.495495153,37.6812749,6.525616697,253.7051793,197.0916335,56.61354582,12.89191629,8.929500712,6.342961668,13.12284939,315.1326864,1913.778273,18.89831408,1.0,1.089072182,54.49712823,114.3037975,50.50632911,63.79746835,8.34751324,10.5673873,5.972119686,14.94469389,259.2604382,1766.266408,17.53769405,0.944223108,1.081771204,43.32246504,242.0689655,110.9195402,131.1494253,6.975420243,4.985345145,0.693227092,1.203695758,51.18441268,95.346288
36,2022-12-19_A_T02,SE019C,,143,7,9.581513315,1470.440794,1.77425,45,17.875,458571.2416,154.173254,0.355182416,0.662498811,0.20208779,1.103445551,9.584665488,36.46853147,28.04195804,29.84615385,6.091153962,6.457904709,5.04290361,43.52447552,9.506591138,166.7153285,100.5839416,66.13138686,12.75102904,7.442420352,6.062909132,9.060218763,337.5366997,2390.316548,22.04381357,0.958041958,1.208130814,72.44539337,75.50458716,19.08256881,56.42201835,16.61012222,15.5556077,12.9085625,18.06339782,216.1342608,1346.024277,12.31498581,0.762237762,0.98798266,59.7776651,234.8,112.5,122.3,11.3091183,8.836943783,0.699300699,1.086847447,106.5680534,92.03068
37,2022-12-19_A_T03,SE019A,,122,14,8.040500298,1251.567643,0.895466667,24,8.133333333,419841.9801,144.8392294,0.518830835,0.626675462,0.215870142,1.164901613,11.61218258,38.56557377,26.91803279,33.6147541,7.411762589,7.883984767,5.347661847,48.12295082,9.375218353,297.9508197,230.1639344,67.78688525,11.75794012,11.57380345,9.456858213,14.30534028,418.9820655,3020.195626,29.74641859,1.0,1.085596921,80.03010217,97.47747748,39.63963964,57.83783784,8.574131593,9.273478551,5.738864828,12.3124345,231.3580627,1489.814554,14.49186456,0.909836066,1.426676699,52.53001662,324.5945946,164.6846847,159.9099099,7.522650414,5.30319815,0.909836066,1.097008439,110.9891628,97.817534
